expocode,platform_name,platform_type,organization,investigators,country
33HQ20240704,Healy,Ship,NOAA ESRL CIRES : IAAR Univ Colorado,"Sweeney, C. : Newberger, T. : McAuliffe A.M. : Munro, D.R.",USA
33HQ20240808,Healy,Ship,NOAA ESRL CIRES : IAAR Univ Colorado,"Sweeney, C. : Newberger, T. : McAuliffe A.M. : Munro, D.R.",USA
33KF20020302,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020310,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020330,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020413,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020420,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020525,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020601,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020608,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020615,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020629,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020706,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020713,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020720,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020727,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020803,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020824,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020908,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020914,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020921,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20020928,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021005,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021014,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021020,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021026,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021109,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021116,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021123,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021130,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021207,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20021222,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030209,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030215,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030223,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030302,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030309,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030316,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030323,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030330,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030406,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030412,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030419,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030518,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030524,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030601,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030615,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030621,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030628,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030706,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030713,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030720,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030726,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030802,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030809,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030816,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030824,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030831,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030906,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030913,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030920,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20030927,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031005,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031011,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031018,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031101,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031109,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031123,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031130,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031214,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031221,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20031228,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040104,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040111,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040118,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040125,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040201,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040208,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040215,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040222,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040303,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040314,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040321,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040328,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040404,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040410,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040417,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040424,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040501,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040512,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040517,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040523,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040530,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040607,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040613,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040620,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040627,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040705,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040712,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040718,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040725,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040801,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040809,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040815,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040823,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040830,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040907,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040912,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20040919,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041004,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041010,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041017,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041024,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041031,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041107,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041115,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041122,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041202,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041206,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041215,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041220,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20041227,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050103,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050117,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050124,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050207,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050214,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050221,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050228,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050307,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050314,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050321,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050328,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050404,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050410,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050418,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050424,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050508,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050516,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050529,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050605,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050613,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050620,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050626,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050703,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050710,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050724,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050731,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050808,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050815,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050821,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050828,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050905,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050912,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20050918,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051003,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051009,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051016,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051023,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051031,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051107,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051114,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051120,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051128,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051205,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20051212,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060116,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060122,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060129,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060206,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060213,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060219,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060227,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060306,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060313,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060319,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060327,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060403,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060409,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060416,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060423,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060501,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060508,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060512,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060520,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060529,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060603,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060611,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060617,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060625,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060701,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060709,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060715,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060723,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060728,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060806,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060812,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060827,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060903,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060909,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060917,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20060922,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061001,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061007,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061015,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061020,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061030,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061120,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061127,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061204,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061211,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20061218,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070101,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070108,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070115,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070122,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070129,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070205,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070211,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070219,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070226,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070305,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070311,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070318,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070325,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070401,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070408,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070415,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070422,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070429,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070504,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070512,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070520,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070526,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070609,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070617,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070622,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070701,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070707,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070715,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070729,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070804,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070815,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070818,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070827,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070831,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070909,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070914,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070924,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20070928,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071007,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071013,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071021,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071026,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071105,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071111,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20071124,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20080213,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20080817,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20081201,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20090315,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20090723,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20090917,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20090926,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091001,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091010,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091015,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091024,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091029,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091107,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091112,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091121,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091129,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20091211,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100114,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100124,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100211,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100214,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100226,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100415,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100424,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100527,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100624,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100703,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100708,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100717,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100722,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100731,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100805,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100814,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100819,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100828,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100902,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100911,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100916,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20100930,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101009,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101014,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101023,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101028,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101107,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101119,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101128,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101210,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20101219,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110102,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110116,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110128,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110206,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110311,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110320,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110331,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110409,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110414,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
33KF20110423,Explorer of the Seas,Ship,NOAA AOML,"Wanninkhof, R.",USA
